emp_id,skill_id,proficiency_level,no_of_projects_done_in_that_skill,certifications
E4223,S012,9,9,Yes
E2362,S002,10,11,Yes
E836,S011,10,8,Yes
E1807,S005,5,2,Yes
E4502,S007,7,10,No
E736,S005,4,3,No
E2134,S006,7,12,Yes
E890,S006,7,8,No
E2357,S012,9,8,Yes
E3172,S010,7,6,Yes
E1647,S001,9,9,Yes
E3912,S007,4,1,Yes
E4624,S009,8,6,Yes
E202,S004,1,1,No
E4416,S009,8,8,No
E1304,S002,6,12,No
E4726,S002,6,9,No
E290,S015,9,12,Yes
E3660,S015,8,5,No
E2849,S003,2,1,No
E4091,S014,3,2,No
E4160,S001,6,12,No
E4238,S007,5,1,Yes
E3002,S002,1,2,Yes
E2343,S003,1,1,No
E2631,S001,4,3,Yes
E2707,S013,4,3,Yes
E3139,S012,1,1,Yes
E2343,S008,1,1,Yes
E1734,S014,8,12,No
E4151,S010,10,7,No
E3381,S015,6,6,No
E520,S008,9,5,Yes
E3411,S010,9,7,Yes
E4522,S007,6,10,Yes
E2085,S010,9,9,Yes
E1142,S001,9,10,Yes
E2085,S011,10,11,Yes
E383,S007,2,3,Yes
E3439,S005,2,1,No
E2887,S008,6,5,Yes
E3783,S004,4,2,Yes
E3777,S011,2,4,No
E3714,S002,4,2,Yes
E4087,S007,10,6,No
E2570,S009,9,9,No
E4294,S009,4,4,No
E3270,S011,4,3,Yes
E1479,S002,4,3,No
E3842,S003,10,6,Yes
E4516,S009,3,1,No
E881,S011,5,2,No
E3352,S006,4,4,Yes
E3469,S004,10,7,No
E862,S010,9,9,No
E3085,S001,1,4,Yes
E787,S005,7,8,No
E561,S002,7,9,No
E1431,S007,6,12,No
E1501,S015,6,10,No
E1242,S012,4,1,No
E3038,S004,6,10,No
E4891,S012,8,6,Yes
E1936,S008,1,3,No
E306,S005,6,8,No
E1621,S011,1,2,No
E1643,S001,3,3,Yes
E1717,S001,6,8,Yes
E879,S010,10,9,No
E2463,S004,2,1,Yes
E3410,S013,6,12,No
E1296,S003,9,8,Yes
E061,S006,5,1,No
E4362,S013,10,12,Yes
E2299,S002,2,2,Yes
E3888,S007,9,7,No
E2499,S001,5,3,No
E4217,S003,6,9,No
E2574,S013,3,2,No
E4598,S014,3,3,Yes
E1570,S004,8,9,No
E1724,S004,10,10,No
E1940,S005,5,4,No
E4029,S014,3,2,No
E3114,S006,3,2,Yes
E3495,S014,2,1,No
E1186,S012,6,5,No
E4741,S013,4,2,No
E2563,S009,3,1,No
E4872,S015,7,11,Yes
E2524,S001,4,2,No
E863,S008,9,7,Yes
E324,S008,4,4,Yes
E4038,S007,4,3,Yes
E2834,S015,4,1,Yes
E4261,S015,7,10,Yes
E4770,S006,10,6,Yes
E948,S009,3,4,No
E3590,S001,1,1,Yes
E069,S002,10,10,Yes
E641,S010,1,4,No
E446,S005,10,5,Yes
E678,S009,8,5,Yes
E1177,S002,7,6,Yes
E1313,S003,9,5,Yes
E687,S003,6,11,Yes
E850,S013,2,2,No
E1761,S002,7,12,No
E2229,S005,5,3,Yes
E4105,S007,4,3,No
E4617,S015,4,1,No
E3953,S003,6,11,No
E217,S002,3,3,Yes
E3695,S012,2,3,No
E860,S003,9,7,Yes
E2670,S015,3,1,Yes
E1209,S004,5,2,No
E1463,S004,1,4,No
E3361,S001,9,5,Yes
E4408,S011,2,2,No
E2142,S004,2,1,Yes
E2790,S010,7,10,No
E3345,S010,7,9,No
E1985,S005,8,9,No
E2229,S015,9,12,Yes
E1056,S012,9,6,Yes
E4752,S006,4,4,Yes
E2306,S003,1,1,Yes
E1040,S004,5,3,No
E4795,S012,5,3,No
E531,S009,2,2,Yes
E2706,S014,9,8,No
E989,S010,1,4,No
E2438,S013,1,2,Yes
E1285,S005,1,1,No
E1300,S001,8,10,Yes
E4128,S003,4,2,Yes
E1478,S005,5,2,Yes
E830,S004,1,1,Yes
E221,S006,5,3,Yes
E2811,S013,10,5,No
E3393,S005,2,2,No
E395,S004,6,6,No
E1073,S014,1,3,Yes
E2303,S001,6,7,Yes
E1668,S009,7,12,No
E1440,S002,4,3,No
E4464,S009,3,1,Yes
E4643,S008,1,2,No
E3638,S003,10,5,Yes
E3346,S011,6,12,No
E815,S004,10,8,No
E2884,S008,2,1,Yes
E4334,S012,1,4,No
E4348,S001,2,1,No
E2434,S005,9,11,No
E790,S012,6,7,No
E2636,S013,8,6,No
E4418,S015,5,1,Yes
E3341,S014,3,1,No
E2193,S015,2,3,Yes
E1888,S001,10,11,Yes
E1178,S012,4,1,Yes
E2089,S014,3,1,No
E888,S008,9,9,No
E3595,S013,5,1,Yes
E824,S005,10,5,No
E155,S011,9,5,Yes
E4978,S015,3,1,No
E3749,S006,3,2,Yes
E2025,S009,4,3,Yes
E1769,S007,8,5,Yes
E632,S008,10,11,No
E4406,S005,1,4,Yes
E2522,S006,4,3,No
E2523,S002,5,3,No
E4251,S013,2,3,Yes
E4033,S014,9,12,Yes
E1203,S010,8,9,No
E2525,S012,3,4,Yes
E4251,S015,1,3,No
E1259,S014,4,3,Yes
E495,S015,2,4,No
E4372,S012,8,7,Yes
E4030,S002,10,6,Yes
E2950,S003,4,3,No
E4846,S006,9,9,No
E017,S007,10,10,No
E4075,S013,2,4,Yes
E1842,S014,2,2,No
E1765,S006,6,5,Yes
E4890,S007,2,1,Yes
E3166,S015,5,3,Yes
E1633,S012,5,1,Yes
E3043,S006,1,3,No
E146,S015,9,10,Yes
E4248,S007,3,2,No
E3547,S006,4,2,No
E3063,S010,4,3,Yes
E3877,S005,10,8,No
E1257,S008,7,10,Yes
E3916,S010,9,6,Yes
E830,S003,5,2,Yes
E4129,S005,1,1,No
E4497,S011,8,6,No
E1133,S003,5,4,Yes
E399,S001,8,7,Yes
E273,S012,1,3,No
E3722,S012,2,3,Yes
E219,S010,8,10,Yes
E2955,S005,1,4,No
E4427,S002,4,2,No
E2582,S006,5,2,Yes
E3620,S008,9,12,No
E162,S008,9,5,No
E4815,S004,5,1,No
E4216,S013,8,8,Yes
E4281,S003,2,4,Yes
E3453,S003,1,1,No
E2624,S011,5,2,No
E640,S005,2,2,Yes
E4785,S008,1,4,No
E788,S003,7,10,Yes
E311,S011,4,3,No
E4140,S008,4,4,No
E3125,S008,1,1,No
E3327,S008,9,8,No
E4906,S008,8,12,Yes
E410,S003,4,2,No
E3912,S006,7,10,Yes
E2963,S005,7,6,No
E1950,S006,8,8,No
E3792,S014,2,3,Yes
E1499,S005,3,4,Yes
E3208,S004,9,6,No
E3083,S011,7,11,No
E4870,S010,8,12,No
E3591,S015,1,3,Yes
E2889,S004,8,10,Yes
E3384,S011,1,3,No
E4592,S004,3,2,Yes
E3894,S003,3,3,No
E1690,S008,7,12,No
E1569,S003,1,3,No
E1041,S015,9,9,Yes
E1276,S015,8,9,Yes
E3447,S006,5,4,No
E882,S005,10,11,No
E1440,S015,7,9,No
E2029,S003,1,4,No
E3140,S008,4,1,No
E844,S007,4,1,Yes
E728,S008,6,8,Yes
E863,S009,10,11,No
E3982,S014,8,12,Yes
E4249,S009,5,2,No
E3653,S005,3,4,Yes
E4010,S005,5,1,Yes
E3087,S007,4,3,Yes
E1881,S002,7,8,No
E2361,S010,3,2,Yes
E4411,S011,10,5,No
E3614,S011,1,4,Yes
E1871,S013,7,10,Yes
E694,S010,3,1,No
E2529,S013,1,4,No
E3872,S011,6,10,No
E2690,S014,4,3,Yes
E172,S008,4,2,No
E4326,S007,5,5,No
E1962,S006,7,11,No
E2420,S009,9,12,Yes
E1079,S003,1,1,Yes
E1353,S012,5,3,Yes
E1331,S006,7,6,Yes
E2774,S011,5,3,No
E4857,S003,8,12,No
E4357,S008,9,5,Yes
E3472,S010,6,10,Yes
E1683,S015,4,4,Yes
E1436,S012,10,6,No
E4357,S001,2,3,Yes
E3929,S005,5,1,Yes
E3299,S012,2,3,No
E3800,S002,7,10,Yes
E1931,S014,9,6,No
E1946,S003,2,2,No
E2242,S011,6,11,No
E3946,S014,3,4,Yes
E1051,S009,10,11,Yes
E478,S010,3,1,No
E4769,S004,6,7,No
E3523,S010,5,3,Yes
E379,S002,10,12,No
E3659,S012,6,12,Yes
E552,S009,6,5,Yes
E2555,S012,10,12,No
E3164,S013,4,3,Yes
E4778,S002,1,3,No
E4640,S010,4,3,No
E230,S009,9,10,No
E2426,S003,8,11,Yes
E1399,S001,2,4,Yes
E427,S014,2,2,No
E4561,S007,4,3,No
E1422,S001,1,2,Yes
E1781,S003,8,10,Yes
E4000,S004,3,2,Yes
E4192,S001,8,6,Yes
E3490,S005,9,11,No
E1353,S006,5,3,No
E2370,S005,10,12,Yes
E845,S007,7,11,No
E1478,S003,8,12,Yes
E1785,S007,6,5,No
E4014,S001,4,3,No
E3894,S004,2,3,Yes
E1407,S014,2,1,Yes
E2547,S009,8,12,Yes
E2032,S011,3,4,No
E2191,S007,10,10,Yes
E487,S005,8,12,No
E900,S006,7,7,No
E1933,S012,3,2,No
E2539,S002,10,9,Yes
E2247,S012,1,3,Yes
E2038,S015,9,9,No
E2989,S012,6,6,No
E2209,S009,4,1,No
E4611,S005,7,5,No
E3090,S008,8,9,No
E2762,S006,8,9,Yes
E3203,S012,8,9,Yes
E3477,S015,2,1,No
E2478,S004,10,8,No
E2663,S005,8,7,Yes
E2338,S014,9,9,Yes
E087,S005,1,4,No
E1730,S009,2,4,Yes
E3172,S005,2,4,No
E910,S012,6,7,Yes
E2644,S002,5,4,No
E2671,S006,4,4,No
E2431,S005,2,3,No
E3987,S015,8,9,No
E1576,S014,7,8,Yes
E4533,S005,1,4,Yes
E2932,S003,6,8,No
E4118,S012,8,12,No
E4517,S010,1,1,No
E2016,S011,1,1,No
E1261,S012,1,2,No
E3235,S015,10,6,No
E4264,S004,3,4,No
E1492,S001,6,7,No
E1793,S010,2,2,No
E3286,S001,6,6,Yes
E3100,S010,8,7,No
E1682,S014,7,9,No
E4655,S008,5,2,Yes
E2649,S011,10,10,Yes
E4694,S003,10,7,No
E1818,S010,8,7,Yes
E2938,S015,4,2,Yes
E3952,S007,8,8,No
E920,S003,6,11,Yes
E2362,S004,3,2,Yes
E2576,S015,5,1,No
E643,S001,2,2,Yes
E4691,S005,9,6,Yes
E3228,S007,6,12,Yes
E2399,S014,10,9,No
E030,S011,8,8,No
E257,S003,3,3,No
E3510,S006,9,8,No
E2213,S003,1,4,Yes
E360,S009,10,10,Yes
E4432,S005,3,2,Yes
E4178,S006,5,3,Yes
E1228,S006,10,8,No
E1061,S007,9,8,No
E1398,S001,4,1,No
E075,S006,8,6,Yes
E2699,S002,5,2,Yes
E723,S005,1,1,Yes
E1054,S001,6,8,Yes
E319,S006,10,12,Yes
E4356,S005,8,5,No
E1587,S007,8,12,No
E2917,S005,6,10,No
E339,S001,7,10,Yes
E4595,S010,5,2,Yes
E864,S002,2,4,No
E3095,S010,1,4,No
E4614,S010,10,6,No
E4509,S007,2,2,Yes
E346,S006,9,12,No
E2794,S009,1,2,Yes
E1929,S007,2,2,Yes
E1933,S009,9,6,Yes
E4408,S006,10,5,No
E3039,S011,10,8,Yes
E2221,S010,4,2,No
E1455,S014,6,6,No
E3822,S004,8,10,No
E3790,S003,4,1,No
E3077,S007,2,4,Yes
E3585,S014,8,7,Yes
E370,S011,7,6,No
E2226,S005,5,1,No
E088,S007,9,5,Yes
E3282,S014,10,9,Yes
E3000,S007,7,8,Yes
E4983,S004,7,6,No
E2995,S004,4,4,No
E717,S004,8,5,No
E3637,S015,3,4,Yes
E858,S010,5,1,No
E3919,S012,2,1,No
E577,S007,10,5,Yes
E3520,S004,4,4,Yes
E1385,S002,7,10,Yes
E2876,S012,7,7,Yes
E2772,S011,10,10,No
E3531,S004,1,4,No
E4281,S015,2,2,Yes
E1852,S015,8,5,No
E2732,S005,9,6,No
E3799,S015,6,7,Yes
E4035,S002,6,10,No
E304,S001,9,5,No
E1245,S004,7,6,No
E4196,S009,8,12,No
E4584,S009,4,1,No
E2502,S002,5,4,Yes
E3246,S013,1,3,Yes
E1770,S004,4,2,Yes
E2027,S004,3,3,Yes
E2740,S015,6,10,No
E1534,S014,2,4,No
E1975,S008,4,2,Yes
E187,S015,8,8,Yes
E2119,S011,4,3,Yes
E1701,S005,1,1,No
E4745,S002,9,7,Yes
E1602,S015,4,3,No
E1031,S010,8,7,Yes
E4025,S004,5,3,Yes
E1055,S011,6,6,No
E4166,S003,6,7,No
E3184,S003,5,4,No
E4439,S005,3,4,Yes
E3162,S010,8,10,No
E2725,S007,3,4,No
E2260,S006,3,1,No
E020,S010,7,5,No
E1507,S014,3,2,No
E3451,S012,4,2,Yes
E2435,S010,8,12,No
E4226,S002,10,8,Yes
E2881,S010,5,3,Yes
E2270,S013,3,2,Yes
E287,S007,5,4,Yes
E3481,S002,1,1,Yes
E260,S006,6,8,Yes
E112,S015,5,1,No
E018,S001,2,4,Yes
E3988,S001,2,2,Yes
E3400,S001,7,10,No
E913,S003,4,4,No
E2149,S012,10,12,Yes
E3675,S011,9,12,Yes
E3979,S004,3,3,No
E3277,S005,7,11,No
E3540,S009,3,4,Yes
E4008,S012,2,1,No
E2207,S008,7,11,Yes
E3769,S008,4,3,Yes
E1166,S005,8,12,No
E3962,S012,5,4,Yes
E219,S001,5,1,Yes
E3947,S010,7,11,No
E3493,S014,4,3,No
E3773,S005,5,3,No
E3109,S015,5,4,No
E3557,S012,4,4,Yes
E3690,S014,7,5,No
E1420,S003,4,2,Yes
E3554,S013,3,1,No
E995,S014,7,5,Yes
E2028,S004,10,5,Yes
E825,S003,6,11,Yes
E3217,S008,6,10,Yes
E2649,S001,10,9,No
E4472,S014,8,6,Yes
E3017,S004,10,5,No
E849,S002,2,4,Yes
E3810,S007,1,3,No
E003,S014,6,10,No
E1330,S010,2,1,No
E3501,S006,1,4,No
E3914,S001,1,4,Yes
E1426,S001,5,4,No
E4598,S004,2,2,Yes
E1521,S006,4,4,Yes
E3662,S004,1,2,Yes
E1428,S012,8,7,No
E1783,S007,5,1,No
E1378,S013,9,12,No
E2958,S008,10,6,Yes
E151,S007,2,2,Yes
E771,S012,5,4,Yes
E1838,S001,6,12,Yes
E2524,S007,5,1,Yes
E1011,S014,3,4,Yes
E1599,S014,8,6,No
E3804,S006,5,1,Yes
E1868,S011,9,6,Yes
E1705,S003,10,12,No
E1303,S004,1,1,Yes
E4185,S010,8,12,Yes
E108,S005,5,1,Yes
E4032,S014,10,8,No
E2656,S003,3,1,Yes
E1673,S001,10,7,No
E2972,S013,5,3,Yes
E3136,S001,10,5,No
E1447,S007,2,1,No
E3584,S007,10,7,No
E2896,S009,10,11,No
E1376,S006,5,1,Yes
E1410,S003,2,1,No
E1667,S014,7,8,No
E1990,S002,10,9,No
E216,S006,6,11,No
E2395,S015,6,6,Yes
E299,S013,8,8,Yes
E3551,S011,2,3,No
E647,S001,10,9,No
E3216,S006,3,3,No
E3272,S014,4,1,Yes
E4823,S003,8,9,Yes
E4453,S012,4,3,No
E1641,S005,10,7,Yes
E2003,S001,1,2,Yes
E1206,S004,4,3,No
E605,S014,10,8,No
E4451,S003,7,6,Yes
E4621,S015,4,4,Yes
E2764,S006,3,1,Yes
E4580,S002,8,7,No
E4916,S006,4,2,No
E4493,S003,2,3,Yes
E2305,S006,3,1,Yes
E2970,S008,7,7,Yes
E3724,S004,5,2,No
E3079,S003,7,9,Yes
E2446,S013,3,1,Yes
E3911,S002,9,6,Yes
E4034,S011,1,2,Yes
E4231,S005,9,5,Yes
E1946,S012,10,7,Yes
E4282,S001,6,7,No
E1440,S008,10,10,Yes
E088,S003,9,10,Yes
E2500,S002,4,3,Yes
E2848,S008,8,6,Yes
E1673,S012,5,2,Yes
E3213,S005,9,6,Yes
E240,S012,2,3,Yes
E3157,S012,3,4,Yes
E1410,S010,1,3,No
E4268,S012,6,7,No
E379,S015,7,11,Yes
E2727,S009,7,5,Yes
E1823,S013,3,3,Yes
E026,S005,3,1,No
E304,S003,7,12,Yes
E1455,S012,6,5,Yes
E4005,S003,3,1,No
E4011,S003,2,2,Yes
E3037,S015,10,6,Yes
E4602,S001,8,6,No
E1396,S008,9,5,No
E1776,S013,10,10,No
E437,S002,8,8,Yes
E3804,S001,5,1,Yes
E1353,S015,8,5,No
E3215,S015,2,4,No
E2561,S013,7,7,Yes
E2364,S013,5,1,No
E2817,S003,7,9,Yes
E1187,S013,4,2,No
E4774,S001,3,3,No
E4627,S008,4,1,Yes
E4147,S007,1,1,Yes
E3563,S007,6,11,No
E1759,S007,8,9,Yes
E2056,S005,10,11,Yes
E2688,S001,3,1,Yes
E1304,S011,8,8,No
E4473,S009,7,11,Yes
E1582,S008,1,1,No
E3306,S001,5,1,Yes
E172,S006,7,9,Yes
E4884,S001,2,2,No
E2032,S009,8,5,No
E1285,S006,1,1,Yes
E2100,S002,3,1,Yes
E1055,S001,4,1,No
E617,S010,7,8,Yes
E1432,S008,9,6,Yes
E2834,S004,9,12,Yes
E2867,S010,2,4,Yes
E173,S005,6,10,No
E614,S003,6,11,No
E817,S006,8,9,Yes
E192,S001,6,8,Yes
E355,S014,4,1,No
E4057,S007,7,9,No
E1632,S014,4,4,Yes
E054,S010,7,8,No
E4053,S012,6,5,Yes
E3944,S006,6,8,No
E4952,S008,2,4,No
E1674,S010,2,4,No
E2525,S001,1,2,No
E332,S005,1,2,Yes
E1726,S004,9,12,Yes
E1671,S010,5,2,Yes
E2673,S007,5,4,No
E3829,S011,2,4,No
E4125,S001,10,9,No
E3113,S012,10,8,Yes
E4611,S004,4,1,No
E4414,S007,1,2,Yes
E3446,S014,10,11,Yes
E3468,S011,1,4,No
E2720,S009,6,8,Yes
E017,S003,5,3,No
E2269,S005,4,1,No
E2738,S005,3,2,Yes
E3422,S009,4,1,Yes
E3969,S006,9,10,No
E4388,S004,10,9,No
E1208,S006,10,9,Yes
E3199,S009,9,6,No
E3597,S005,9,6,No
E2604,S007,5,4,No
E3900,S012,2,1,No
E3063,S005,3,1,Yes
E3573,S004,2,1,Yes
E1671,S009,7,9,Yes
E4552,S010,7,5,No
E3855,S006,8,5,No
E3166,S003,3,3,Yes
E4667,S005,9,8,Yes
E425,S004,2,2,No
E712,S015,9,9,No
E2212,S004,6,8,No
E4248,S013,7,9,No
E3490,S012,6,9,Yes
E4969,S014,5,1,No
E2547,S005,1,4,No
E2449,S011,10,12,Yes
E068,S013,7,8,No
E655,S009,4,2,Yes
E670,S004,1,4,No
E3480,S001,8,8,No
E225,S014,9,12,No
E3773,S002,1,3,Yes
E4594,S013,5,2,No
E859,S015,3,4,Yes
E3101,S007,7,10,Yes
E2837,S009,10,6,No
E4131,S006,6,8,No
E3927,S014,9,7,No
E3032,S002,3,1,No
E3005,S012,9,12,Yes
E3665,S003,3,4,No
E2076,S005,8,6,Yes
E4279,S003,7,9,No
E3601,S011,6,7,No
E639,S003,8,10,Yes
E3073,S007,3,2,No
E606,S011,10,5,No
E2478,S007,10,11,Yes
E1167,S014,4,4,No
E3217,S003,8,10,Yes
E4618,S013,1,3,Yes
E3944,S003,4,4,No
E422,S004,2,1,No
E3466,S009,4,2,Yes
E4692,S011,7,8,No
E477,S001,10,7,Yes
E1130,S012,4,2,No
E475,S014,6,12,Yes
E3734,S003,4,2,No
E4209,S010,9,10,Yes
E4443,S010,3,3,Yes
E4765,S008,6,12,No
E4575,S010,2,2,Yes
E204,S003,5,3,No
E3354,S014,7,8,No
E3733,S012,2,4,Yes
E786,S003,3,4,Yes
E3552,S011,8,10,No
E1242,S004,3,4,Yes
E2899,S001,7,6,Yes
E3685,S012,1,4,Yes
E794,S008,4,4,Yes
E4336,S002,8,6,Yes
E2652,S005,10,8,No
E1533,S007,4,3,Yes
E466,S006,9,12,Yes
E949,S013,9,8,Yes
E1129,S005,5,4,Yes
E961,S006,5,2,Yes
E665,S013,5,4,Yes
E2329,S004,3,3,Yes
E4989,S002,1,2,No
E2237,S005,8,8,Yes
E2094,S010,5,3,No
E1468,S014,4,1,Yes
E2024,S001,3,1,No
E357,S015,3,1,No
E1139,S012,3,2,No
E4536,S012,3,1,Yes
E2922,S006,4,2,Yes
E1374,S002,6,9,No
E061,S004,5,2,No
E3991,S003,6,7,Yes
E026,S002,3,4,Yes
E1417,S006,2,1,No
E2494,S008,1,2,Yes
E2771,S002,8,6,Yes
E1454,S010,6,8,No
E4866,S011,10,9,Yes
E145,S007,1,3,No
E667,S014,3,2,Yes
E1928,S009,4,3,No
E351,S014,8,9,Yes
E3522,S012,3,1,No
E1859,S001,9,6,Yes
E4087,S008,2,1,Yes
E3789,S002,2,3,Yes
E1331,S004,1,3,Yes
E010,S009,4,1,No
E4455,S001,6,11,Yes
E4670,S014,8,12,Yes
E1760,S011,9,12,Yes
E3212,S005,3,1,No
E4287,S008,5,3,No
E410,S002,4,1,No
E1353,S001,1,3,No
E1586,S005,7,10,No
E2677,S009,6,10,Yes
E561,S001,8,11,Yes
E1467,S007,4,3,Yes
E4521,S011,5,4,No
E4898,S008,8,7,Yes
E186,S007,4,4,Yes
E659,S003,7,5,Yes
E3381,S010,8,12,Yes
E797,S011,10,6,No
E523,S011,10,11,Yes
E3111,S012,10,10,Yes
E3540,S005,9,10,Yes
E289,S011,3,2,No
E2162,S010,6,7,Yes
E2917,S007,7,7,Yes
E3295,S008,8,6,No
E4057,S013,5,1,No
E4310,S014,2,3,Yes
E985,S009,8,6,No
E4196,S015,1,3,Yes
E2765,S010,5,4,No
E2860,S001,9,9,Yes
E788,S013,6,9,No
E3906,S013,9,9,No
E2552,S003,6,7,Yes
E2743,S002,3,4,No
E627,S007,6,9,No
E1409,S011,3,1,Yes
E1127,S007,10,5,Yes
E1380,S014,5,2,Yes
E540,S014,7,12,No
E901,S008,6,9,Yes
E414,S003,6,10,No
E1585,S003,7,12,No
E4546,S008,2,3,Yes
E4371,S011,8,9,No
E1778,S010,7,5,Yes
E258,S014,7,12,No
E3532,S013,7,8,Yes
E4329,S013,4,1,Yes
E1444,S008,8,7,No
E1713,S001,10,10,No
E4987,S011,1,3,Yes
E214,S006,10,8,Yes
E1579,S002,6,10,Yes
E3099,S008,6,10,Yes
E3990,S003,9,5,Yes
E253,S013,7,7,No
E3175,S006,1,1,No
E2557,S002,5,3,No
E1641,S006,9,11,Yes
E3646,S013,4,2,No
E2939,S008,8,8,Yes
E3440,S013,4,2,Yes
E3657,S004,4,1,No
E4587,S013,3,4,Yes
E2435,S002,7,7,Yes
E4657,S014,8,5,No
E1746,S006,9,11,No
E1891,S009,10,5,Yes
E624,S009,6,10,No
E3881,S001,4,4,Yes
E1277,S001,4,2,No
E4941,S001,6,9,Yes
E3972,S011,6,11,No
E4871,S015,6,11,No
E4668,S006,1,3,No
E819,S001,7,8,No
E1644,S006,10,6,Yes
E3184,S012,2,4,Yes
E2476,S008,10,9,No
E3006,S011,4,2,Yes
E087,S014,2,1,No
E4539,S008,2,1,No
E398,S008,8,11,Yes
E1570,S010,9,10,No
E1010,S014,10,10,No
E359,S014,10,10,Yes
E1368,S007,5,1,Yes
E2858,S010,2,4,Yes
E3818,S001,10,9,No
E4684,S007,6,8,No
E2726,S008,4,4,Yes
E1089,S013,9,11,Yes
E1686,S010,8,5,Yes
E506,S003,2,2,Yes
E1128,S006,4,2,No
E3075,S007,1,4,No
E1126,S015,1,3,Yes
E829,S003,9,11,No
E1496,S015,3,4,Yes
E164,S007,8,10,No
E3327,S013,9,5,No
E086,S010,10,6,Yes
E3754,S005,2,2,Yes
E4975,S007,8,7,No
E3425,S013,4,2,No
E4061,S015,7,8,No
E2436,S005,4,3,Yes
E106,S004,5,3,Yes
E2522,S011,7,12,Yes
E364,S007,1,3,Yes
E2124,S005,9,9,No
E2879,S012,2,4,Yes
E289,S014,8,9,Yes
E3397,S001,3,2,Yes
E728,S007,6,6,Yes
E4528,S002,6,10,No
E4300,S007,2,4,No
E1360,S002,6,9,Yes
E888,S010,2,1,Yes
E2768,S005,10,7,No
E4946,S001,8,12,No
E345,S007,1,1,Yes
E4995,S009,6,8,Yes
E1681,S011,2,3,Yes
E4984,S015,7,10,No
E2148,S009,5,4,Yes
E3009,S010,10,6,Yes
E3026,S004,9,6,No
E2168,S008,2,3,No
E3662,S003,5,1,Yes
E2069,S015,3,1,Yes
E3718,S006,9,12,No
E4284,S012,2,3,No
E888,S009,10,10,No
E1333,S013,2,3,No
E1213,S013,4,1,No
E3944,S004,6,11,Yes
E3927,S009,8,10,No
E3064,S003,1,2,No
E4451,S008,4,1,No
E3541,S008,9,11,No
E2329,S008,9,5,Yes
E4827,S002,2,1,Yes
E1899,S012,10,9,Yes
E3035,S007,4,4,No
E2920,S001,3,3,Yes
E2976,S014,8,10,Yes
E149,S007,10,9,No
E1596,S008,1,2,No
E2151,S004,9,6,Yes
E3291,S007,10,5,No
E2465,S006,8,8,No
E1747,S011,2,1,Yes
E717,S001,8,5,No
E471,S008,7,11,No
E4138,S004,10,11,Yes
E415,S006,4,4,No
E3001,S007,8,10,Yes
E1411,S001,7,6,No
E2132,S007,5,3,No
E263,S014,3,3,No
E967,S015,3,2,Yes
E4047,S014,6,10,No
E1746,S009,4,1,Yes
E927,S009,4,3,Yes
E259,S006,7,5,Yes
E3383,S015,10,11,Yes
E4416,S008,1,2,Yes
E4291,S012,3,3,Yes
E4215,S010,3,4,Yes
E324,S014,4,1,Yes
E2402,S002,2,3,Yes
E4498,S004,2,2,No
E1103,S010,8,8,No
E2280,S015,2,4,Yes
E626,S009,4,2,No
E2058,S010,1,1,Yes
E2232,S002,2,1,Yes
E3652,S013,7,6,Yes
E780,S003,8,8,Yes
E4890,S004,5,3,No
E114,S010,6,10,No
E1283,S002,6,6,Yes
E987,S011,5,3,No
E1465,S012,3,4,No
E799,S005,5,2,Yes
E3948,S004,3,1,Yes
E2752,S003,6,12,No
E743,S001,2,2,No
E4278,S002,2,4,Yes
E1378,S009,3,3,Yes
E924,S002,2,4,No
E3519,S003,9,11,Yes
E2365,S005,4,1,Yes
E1166,S001,6,6,No
E2115,S004,3,3,No
E4314,S002,6,10,No
E4007,S001,9,8,Yes
E4174,S013,4,3,No
E3747,S010,1,3,No
E3031,S005,10,8,Yes
E3670,S003,2,2,No
E1106,S006,2,4,No
E1381,S008,5,4,No
E4816,S006,1,3,Yes
E1368,S009,2,2,Yes
E4862,S012,6,9,No
E1332,S011,5,3,No
E2304,S015,1,1,No
E1056,S007,3,2,No
E3679,S014,1,4,Yes
E1427,S008,3,1,Yes
E951,S007,5,3,Yes
E1375,S009,2,4,Yes
E4826,S015,4,1,No
E322,S002,1,4,No
E3675,S013,2,4,No
E1315,S005,7,8,Yes
E677,S009,6,11,Yes
E2511,S009,5,2,No
E3788,S012,4,1,Yes
E3764,S001,7,11,No
E4848,S011,4,3,No
E3053,S014,3,3,Yes
E4478,S002,5,1,Yes
E3154,S007,5,1,No
E902,S010,4,1,No
E3121,S013,8,6,No
E1132,S004,10,10,Yes
E1346,S006,8,12,Yes
E628,S011,10,6,No
E4478,S015,3,2,Yes
E032,S001,7,5,No
E2835,S002,9,9,No
E136,S013,2,3,No
E2504,S002,6,12,Yes
E4590,S013,3,3,No
E783,S012,9,10,No
E2677,S010,3,2,Yes
E4710,S011,3,1,No
E2984,S006,5,2,No
E1575,S002,5,2,No
E3303,S007,6,10,No
E3194,S008,6,5,Yes
E4806,S009,9,10,Yes
E172,S012,1,3,No
E3445,S009,8,7,Yes
E3207,S006,9,10,No
E4696,S012,7,11,Yes
E2097,S007,10,7,No
E1413,S015,10,11,No
E539,S012,7,10,No
E2292,S009,9,8,Yes
E3639,S015,2,1,Yes
E3291,S006,6,7,Yes
E3673,S003,7,8,Yes
E3722,S011,2,1,No
E2725,S013,3,1,No
E1771,S012,5,4,No
E2589,S008,1,4,No
E1249,S011,2,3,No
E149,S005,8,7,Yes
E1607,S008,4,4,No
